RB, JJS, IN, 2
PRP, DT, NNP, 2
JJR, VBP, TO, 1
RB, JJ, RBR, 6
NNP, NN, NNP, 29
VB, WRB, VBN, 2
VBG, DT, NNP, 2
VBG, VBN, RB, 12
RBR, JJ, VBN, 1
PRP, EX, JJ, 2
RBR, CC, PRP, 5
VB, TO, JJ, 14
CC, VBG, VBG, 1
VBP, JJR, IN, 15
VBP, JJ, IN, 163
PRP, CC, JJ, 18
RP, DT, PRP$, 1
DT, WP, JJ, 3
CC, JJS, IN, 17
VBN, NNS, VBP, 55
-NONE-, VBN, DT, 1
MD, RB, TO, 3
TO, JJ, VB, 1
PDT, PRP, VBD, 3
NNP, VBZ, WP, 1
DT, JJS, CC, 19
MD, CC, VBG, 1
NNS, WRB, DT, 52
NNS, IN, TO, 38
VBD, PRP, VBZ, 31
VBD, VBN, JJS, 4
VB, NN, RB, 55
DT, VBZ, JJS, 1
NNS, DT, IN, 37
WP, NNS, TO, 12
VBG, WRB, WRB, 1
PDT, NN, NNS, 2
RBR, CC, NN, 1
RB, TO, CD, 2
WP, MD, TO, 1
NNS, NNP, RB, 1
RP, DT, JJ, 69
VBZ, VBP, NN, 3
DT, CD, WDT, 8
VBZ, EX, DT, 7
JJS, NN, VBD, 10
WRB, NNP, NNP, 1
NNS, CC, CD, 19
CC, NNS, DT, 61
NN, VBZ, VBZ, 14
VBZ, NNS, IN, 36
VB, TO, NN, 25
EX, VBG, JJ, 1
VB, VBD, VB, 1
CD, WP, RB, 3
EX, VBP, JJR, 4
WDT, MD, CC, 2
CC, NNS, TO, 36
VB, NN, VBP, 2
NNS, NNS, IN, 94
IN, WRB, MD, 1
DT, NN, NNP, 32
PRP, VBG, PRP, 33
WP, NN, VBZ, 33
JJ, NN, RBR, 28
VBD, VB, TO, 2
PRP, VBZ, VBG, 75
WRB, VBD, PRP, 40
RBS, NNS, VBP, 1
JJ, WRB, CD, 2
JJR, WRB, VBN, 1
JJ, CC, CD, 6
NNS, VBN, VBP, 3
DT, JJS, NNS, 63
TO, RB, WP, 1
EX, RB, VBZ, 8
CC, EX, VBP, 21
JJ, RB, TO, 56
JJS, RB, NN, 1
VBD, RBR, CC, 3
VBN, RP, JJ, 11
PRP, VB, JJS, 1
VBG, PRP, RP, 15
PRP, VBD, RP, 340
VBZ, IN, DT, 445
IN, PRP, VBG, 50
EX, JJ, RB, 1
RP, CC, VB, 22
NN, RBR, NN, 6
NN, CC, JJ, 707
TO, PRP$, VBN, 6
CC, RB, CC, 24
JJ, WP, RB, 6
VBP, PRP$, NNS, 49
EX, VBG, RB, 1
CD, CC, CD, 72
NN, PRP$, JJR, 1
VBD, JJR, NN, 18
NNS, JJR, IN, 24
RB, WP, VBZ, 13
CD, VBG, CD, 1
IN, PRP$, CD, 13
PRP, VBG, VBG, 4
JJS, DT, NNS, 4
JJ, IN, JJR, 5
CC, CD, VBP, 2
NN, VBG, CD, 7
RB, WRB, EX, 3
VBZ, RB, VBP, 5
JJS, VBD, JJ, 1
VBP, RB, JJS, 2
VBG, NNS, RB, 32
WP, NNP, VBZ, 1
NN, NNP, NNP, 21
VBD, RP, RB, 38
WDT, DT, VBG, 1
WDT, VBZ, JJ, 24
VBN, VB, CC, 1
WP, RBR, NN, 2
PRP, VBD, CD, 83
IN, WRB, VBN, 2
VBN, IN, WDT, 1
NN, VBN, NNS, 24
WDT, VBN, PRP, 14
NN, NNS, TO, 213
NNS, PRP, DT, 8
RB, VBG, IN, 166
VBN, TO, NN, 90
VB, JJR, NN, 17
JJ, VBD, IN, 26
CC, JJR, RB, 21
NNS, CD, JJR, 1
CC, VBG, VBZ, 3
JJS, NNS, VBP, 29
WP, VBD, RP, 2
IN, PRP$, PRP, 5
RB, CD, JJ, 17
PRP, NN, NNS, 13
VB, RB, JJ, 182
WDT, NN, PRP, 14
LS, DT, IN, 1
CC, PRP, CC, 10
PRP$, RB, NN, 12
MD, IN, VBG, 1
JJS, NN, WDT, 3
JJS, CD, JJ, 5
RBS, IN, PRP, 1
JJ, WRB, CC, 2
WP, VBP, NNS, 4
IN, IN, JJ, 141
VB, JJR, JJ, 17
WP$, JJ, VBZ, 1
VBN, RP, RB, 38
NN, WP, VB, 1
CD, IN, WDT, 10
NNS, PRP, WRB, 1
NNS, WRB, VBN, 3
RB, TO, PRP$, 43
NNS, RB, JJ, 117
PDT, DT, RB, 1
VBP, WP, CC, 1
JJ, CD, NN, 11
VB, DT, PRP$, 7
VBP, WP, NNS, 2
PRP$, VBD, VBN, 1
NN, EX, RB, 3
RB, JJS, RB, 2
WDT, CD, IN, 2
IN, TO, CD, 5
NN, TO, VBN, 6
VBD, EX, VBZ, 3
VB, NNS, VBZ, 2
RB, PRP$, NNS, 34
PRP$, VBN, NN, 62
PRP, PRP, VBG, 1
RBR, JJ, MD, 4
PRP$, VBD, NN, 1
CD, WDT, DT, 2
CD, DT, NN, 22
VBG, RP, VBG, 1
JJS, VBN, TO, 2
VBN, JJ, DT, 22
NN, VBZ, PRP, 87
CC, DT, RBS, 11
JJ, VBG, TO, 16
PRP, VBG, VBN, 1
IN, NN, VBN, 159
RB, VB, WRB, 40
JJS, PRP, IN, 1
VB, JJ, DT, 67
RB, VB, NNS, 40
VBP, VBG, RP, 2
NNP, VBD, NN, 8
RB, CC, VBG, 15
JJR, VBN, CC, 6
VBZ, RB, VBG, 80
PRP, JJR, PRP, 2
VBN, PRP, VBP, 52
NNS, VBD, PRP$, 32
IN, NN, VBD, 541
CC, RB, IN, 279
VBD, PDT, RB, 6
VBZ, WP, RB, 3
VBG, NN, JJR, 2
VBN, DT, IN, 41
CC, CD, RBR, 1
VBG, NN, IN, 353
TO, PRP$, NNP, 1
VBG, EX, PRP, 1
VBZ, EX, VBZ, 1
TO, NN, VBP, 2
WP, VBD, JJS, 2
NNS, PRP, VBG, 4
RB, CD, WP, 3
CC, PRP$, DT, 1
DT, JJ, WP, 21
DT, VBD, NN, 32
PRP$, NN, DT, 151
CC, DT, PRP$, 6
VB, TO, NNS, 10
CC, VB, MD, 3
JJS, VB, DT, 1
PRP$, NN, WRB, 35
CD, CC, RB, 9
WRB, CD, IN, 3
IN, VBG, CC, 62
CC, NNS, NNS, 29
NNS, CC, NNP, 8
PRP$, CC, CD, 1
MD, MD, VB, 2
WRB, CC, WRB, 12
DT, RB, JJR, 23
NNS, JJ, PRP, 14
VBD, CC, MD, 5
RB, DT, NNS, 184
RB, PRP, MD, 210
IN, PDT, VBP, 1
VB, VBN, CD, 6
TO, CD, WP, 1
RB, VB, WDT, 5
VBD, VBG, WP, 3
RB, VBD, TO, 117
WDT, IN, VBD, 3
VB, VBP, VBN, 3
VBZ, VB, CC, 2
-NONE-, TO, PRP, 1
JJ, NN, CD, 43
VBG, VBG, NN, 2
DT, CD, VBD, 19
VBN, JJ, RBR, 3
VB, NN, NNP, 4
PRP, NNS, VBD, 3
PRP, VBP, JJS, 3
VBG, PRP, RB, 52
RP, TO, NNP, 1
VBP, RB, RB, 172
DT, NNP, RB, 3
CC, VB, WDT, 4
RBR, NNS, RBR, 1
VBN, VBP, VBN, 3
VBZ, MD, PRP, 1
VBP, RB, CD, 11
VBP, JJ, DT, 27
CD, JJ, DT, 4
VBP, CD, JJ, 7
MD, CD, NN, 4
DT, CD, VB, 1
PRP$, JJ, RB, 3
NNS, VB, PRP, 5
WDT, VBZ, VBP, 6
WDT, WRB, VBZ, 1
VBN, NNP, NNP, 6
RB, JJ, NN, 678
NNS, IN, JJR, 35
CD, NNS, NN, 24
WP, JJ, RB, 2
JJS, DT, NN, 11
NN, WP, JJ, 8
VB, WRB, RB, 11
NN, PRP$, DT, 4
VBP, RB, VBP, 8
TO, NN, NNS, 44
VB, CD, CD, 1
JJR, IN, IN, 10
VBP, PRP, RBR, 1
DT, PRP, VBG, 1
IN, VBG, MD, 4
NNS, IN, VBN, 77
VBG, PRP$, PRP, 1
IN, EX, TO, 1
TO, NNP, IN, 1
VBZ, RB, VBN, 368
VBN, WDT, VBN, 3
VBG, IN, IN, 99
VB, VBZ, EX, 1
JJ, NN, DT, 639
RB, JJ, RB, 80
NN, IN, WP, 91
PRP$, RB, VBZ, 3
DT, VBN, DT, 21
PRP$, VBN, NNS, 23
VBG, CC, WP, 1
JJ, WRB, IN, 3
CD, JJS, JJ, 1
JJ, VBD, RP, 2
RB, VBG, RP, 19
NN, IN, JJS, 74
VB, VBN, JJR, 8
PRP, DT, JJ, 123
VBP, PRP, EX, 1
RBR, IN, DT, 59
IN, TO, PRP$, 22
DT, JJS, JJ, 92
CD, NN, NN, 95
JJS, IN, CD, 2
CC, VBN, JJ, 24
VBP, JJS, TO, 1
DT, NNS, CC, 487
VBD, VBD, TO, 6
WP, VBD, RB, 48
VBZ, VBN, PRP, 56
-NONE-, NN, IN, 6
NNS, WP, NN, 44
VBP, TO, NNS, 9
WRB, PRP, MD, 75
DT, IN, NNP, 8
CD, JJ, CD, 2
WDT, VBN, NNS, 10
TO, VBG, NNS, 5
RB, TO, RBR, 1
RB, CD, CC, 12
JJR, CC, EX, 2
JJ, RBR, IN, 10
VBD, VBN, VBD, 15
JJ, CC, WRB, 12
PRP, VBN, DT, 15
TO, JJR, NN, 4
RB, NNS, MD, 6
RB, VBG, CD, 2
WRB, NNS, IN, 9
CC, VB, JJ, 65
JJR, RB, JJ, 7
JJ, VBD, CD, 3
RB, WDT, NN, 2
DT, VBZ, IN, 35
CC, NN, PRP, 81
WDT, VBG, PRP, 2
RP, IN, DT, 360
CC, PRP, PRP$, 1
WDT, PRP, RB, 28
DT, WP, VBN, 20
CD, NNS, VB, 2
NN, WDT, -NONE-, 9
PRP, CC, WP$, 1
VBD, IN, JJR, 12
VBP, JJ, RBR, 2
JJR, NNS, VB, 1
RP, PRP$, VBN, 2
CC, MD, VB, 96
TO, DT, NNS, 278
WRB, VBZ, VBN, 4
WDT, VBZ, VBG, 6
WRB, VBN, DT, 1
MD, CC, MD, 20
DT, JJR, PRP, 3
IN, VBD, WRB, 4
JJS, RB, VBD, 1
PRP, VBG, TO, 41
VBP, JJ, EX, 1
VB, CC, NNP, 1
PRP, VBN, WP, 1
VBP, VBG, RB, 29
VBG, TO, VBN, 2
RB, VBG, PRP$, 34
CD, IN, WP, 3
PRP, DT, WP, 1
VBP, EX, VBD, 1
NN, JJ, CC, 61
-NONE-, VBD, IN, 2
VBN, WDT, DT, 1
VBG, WP, RB, 1
RB, NN, PRP, 33
VBG, PRP$, TO, 2
IN, WRB, RBS, 2
NN, EX, PRP, 2
CC, WRB, VBZ, 5
WP, VBP, JJ, 16
WRB, VBZ, PRP, 10
IN, WRB, RB, 6
VB, IN, VBD, 3
VBD, CD, PRP, 3
WRB, JJ, VBP, 5
EX, VBD, JJ, 56
VBG, NN, WDT, 9
VBP, WP, NN, 2
TO, DT, WDT, 5
VBD, IN, PDT, 1
NNS, CC, VBG, 98
NNP, VBD, RP, 1
CC, NNS, VBD, 115
JJR, RB, WP, 3
WDT, VBZ, PRP, 15
VBG, PRP, NNS, 4
NNS, MD, RBR, 1
NNS, DT, PRP, 6
VBP, TO, JJR, 1
RP, CC, NNS, 3
VBN, IN, PDT, 3
NN, PRP, VBZ, 317
CC, CD, NN, 32
NN, RP, WP, 1
VBD, CC, WRB, 6
VBN, PRP$, NN, 216
VBN, VBZ, VBN, 7
IN, NN, NNS, 1251
DT, VBD, RP, 5
DT, VBP, TO, 3
WRB, NN, VBN, 11
CC, TO, NN, 10
IN, WDT, PRP$, 13
WDT, VBP, VBD, 3
NNS, WP, -NONE-, 4
CD, TO, RB, 1
NNS, -NONE-, VBP, 2
MD, PRP, IN, 1
RB, NNS, VBP, 12
PRP, JJS, MD, 1
RP, WP, IN, 1
PRP, RB, CD, 5
NN, NN, RBR, 18
JJ, EX, VBP, 1
NN, WDT, WRB, 4
JJ, TO, JJR, 1
PRP$, NNS, NNP, 1
CC, WRB, RB, 3
WDT, WRB, VBD, 1
NNS, JJ, RB, 15
NNS, VBP, NNS, 128
NN, CD, VBG, 4
VBD, TO, JJS, 1
VBG, RP, DT, 40
JJ, RB, VBP, 20
EX, NN, JJ, 2
MD, VB, JJS, 4
WDT, NN, RP, 4
VBZ, VB, IN, 3
NNS, DT, NN, 675
PDT, PRP$, NNS, 2
VBN, CD, JJ, 5
VB, RP, JJR, 2
PDT, VBG, NNS, 1
TO, RBR, NN, 3
NN, DT, JJS, 39
WRB, CD, NNS, 9
VBN, WDT, MD, 2
NNS, VBD, DT, 195
VBG, VBG, CC, 3
IN, CD, VBN, 17
NN, VBN, PRP, 51
RB, JJ, RP, 2
RB, EX, VBP, 9
CC, RB, MD, 16
VBP, CC, NNP, 5
VBD, PRP, CC, 69
CC, VB, WP, 9
CC, JJ, TO, 38
VBP, WDT, JJ, 2
VBP, RB, PRP, 25
JJ, VBD, RB, 39
RB, VBG, RB, 56
VBD, TO, PRP$, 67
VBD, JJ, VBZ, 2
PRP$, JJ, WDT, 3
VBD, DT, VBP, 1
NN, VBG, PRP, 103
NNS, VB, RB, 4
WP, VBG, IN, 1
VBD, RB, RP, 1
NNS, CD, VBN, 1
CC, VBP, CC, 3
NNP, PRP, MD, 1
NNP, VBZ, NN, 11
VB, CC, PRP, 43
RB, IN, VB, 7
VB, NN, CD, 4
NN, PRP, EX, 4
PRP, CD, NNS, 4
NN, VBD, PDT, 2
VBN, VBD, TO, 7
RB, VBN, RBS, 2
JJS, NN, MD, 7
PRP$, RB, WP, 1
-NONE-, JJS, NN, 1
VBG, VBN, JJS, 1
NNP, CC, NNP, 18
NNS, CD, TO, 3
JJ, WRB, NNP, 1
VBP, VBP, TO, 8
NNS, NNS, RB, 22
VB, NNS, JJS, 1
IN, NNS, IN, 941
VBN, PRP, VBG, 15
PRP, MD, IN, 23
JJ, RB, EX, 1
RB, VBG, TO, 82
TO, NN, JJ, 18
NNP, VBG, TO, 1
PRP$, RP, NN, 1
JJ, JJR, NN, 14
VB, JJR, RB, 10
NNS, TO, IN, 2
VBG, MD, RB, 2
RB, JJ, PRP$, 20
VB, JJ, VBD, 4
IN, NN, JJR, 19
NNP, VBZ, DT, 5
CC, NNP, NN, 52
VBP, DT, JJS, 16
VBP, JJ, VBG, 11
VBN, RP, VBN, 4
NNS, VBP, RBR, 14
RB, VBD, JJR, 4
VBZ, EX, IN, 1
WP, VBP, RBR, 1
IN, DT, TO, 8
MD, RB, PRP, 2
NNP, VB, DT, 2
VBD, VBD, CD, 1
VBN, JJR, PRP, 1
VBN, VBG, VBN, 5
WDT, NN, CD, 1
VBN, WRB, TO, 3
RB, NN, TO, 40
NNP, NN, NN, 134
CD, WP, VBZ, 9
MD, TO, VB, 41
VBN, CC, VBG, 9
WP, -NONE-, IN, 1
TO, VBN, PRP, 2
PRP, RP, PRP$, 3
CC, WP, -NONE-, 1
TO, DT, JJR, 14
WP, VBP, VBN, 40
RP, PRP, VBD, 21
DT, RB, TO, 4
VBD, RBR, DT, 1
WRB, PRP$, JJ, 8
IN, PRP, CC, 221
JJ, CD, RB, 4
VBZ, CC, VBZ, 13
VBN, IN, NNP, 33
VBN, WRB, EX, 1
IN, NNS, RBR, 3
DT, IN, VBG, 6
NNS, RBR, VBG, 1
VBZ, JJS, IN, 5
VBP, VBN, JJS, 1
RBR, NNS, IN, 12
RB, CD, PRP, 2
VBP, MD, RB, 7
MD, CC, VB, 9
NN, WDT, DT, 118
VBN, EX, VBD, 5
VBN, JJS, IN, 9
NNP, VBZ, MD, 1
VBP, CC, EX, 1
JJS, JJS, JJ, 1
CC, WP, VBP, 4
VB, VB, CC, 5
DT, DT, VBN, 7
VBG, VBD, RB, 14
VB, VBG, PRP, 17
VBD, CC, EX, 3
CD, VBD, IN, 6
RB, NNS, JJ, 4
CD, JJ, JJ, 17
IN, NNS, EX, 8
NNP, VBD, JJR, 1
RB, RBS, JJ, 4
PDT, IN, PRP$, 2
NNP, VBD, IN, 6
IN, DT, PRP$, 41
TO, PRP$, DT, 4
JJS, VB, RP, 1
WP, JJ, VBG, 1
RB, CC, WDT, 1
NNS, PDT, NNS, 1
TO, PRP, NNS, 1
VBP, VBN, PRP$, 31
JJS, WRB, PRP, 1
RB, PRP$, IN, 1
NN, RB, PRP, 130
RB, VBZ, VBZ, 3
RP, WP, PRP$, 2
TO, RB, PRP$, 1
RB, WDT, IN, 1
VBD, RBS, JJ, 1
RBR, NNS, DT, 1
VB, IN, CC, 31
NNS, CC, WRB, 16
WP, RB, RB, 12
JJS, JJ, JJ, 4
DT, VBD, RB, 56
VBD, MD, RB, 9
VBZ, WP, IN, 1
JJ, PRP, IN, 23
DT, VBN, RP, 4
VBD, JJ, JJS, 1
JJS, IN, IN, 1
VBP, DT, PRP, 2
VBP, PRP, TO, 60
EX, VBD, NNS, 23
VBP, PRP, JJ, 22
VBP, IN, NNS, 69
TO, PRP, VBN, 1
JJ, VBG, DT, 7
NNS, VB, CC, 2
NNS, DT, VBN, 15
JJ, CC, PRP, 98
DT, JJ, VBG, 17
VBG, JJR, VBN, 1
JJS, IN, NN, 18
PRP$, JJ, JJR, 2
VBG, WRB, PRP$, 1
CC, WRB, RP, 1
PDT, VBN, RB, 1
VBZ, JJ, VBD, 1
DT, CC, EX, 3
WP, DT, VBZ, 1
VBZ, VBG, NN, 32
VBG, NNS, VBP, 29
JJR, JJ, TO, 10
JJS, WRB, VBN, 1
NN, VBG, VBZ, 11
VBN, CC, VBN, 152
JJS, DT, IN, 2
VBN, NN, JJ, 16
VBZ, IN, CD, 23
NN, VBD, CD, 45
NN, MD, VB, 1881
RP, TO, NN, 5
WP, VBP, VBG, 11
CC, JJ, PRP$, 10
JJS, NN, VBZ, 8
CC, VB, RP, 37
IN, JJ, WDT, 6
NN, WRB, IN, 11
VBG, TO, PRP$, 29
DT, IN, VBN, 1
NN, VB, JJR, 1
PRP, RB, IN, 205
WDT, JJR, IN, 1
TO, NNS, TO, 10
WDT, NNS, WP, 2
VBN, VBN, PRP$, 5
VB, VBN, WRB, 17
VBD, RB, WP, 9
MD, CD, RB, 1
CC, VBD, DT, 207
VBN, NN, PRP$, 11
VBP, NN, WP, 4
DT, DT, VBG, 3
EX, MD, RB, 16
CC, IN, JJS, 32
PRP, DT, CC, 3
IN, VBD, PRP$, 9
VBZ, PRP, CD, 1
NNS, NN, VBZ, 27
CD, VBG, IN, 4
JJS, IN, WDT, 3
VBD, VBP, MD, 2
WRB, PRP, RB, 51
RP, IN, VBZ, 1
JJ, DT, NN, 607
VBP, NNS, NNS, 14
TO, VB, RB, 457
JJS, DT, PRP$, 1
PRP$, NNS, RP, 1
IN, DT, DT, 222
TO, JJ, CD, 4
IN, IN, CC, 13
RB, PRP, CC, 14
DT, WP, PRP$, 1
NNP, DT, VBZ, 1
JJS, TO, PRP$, 1
CC, VBN, RB, 18
NN, PRP$, TO, 6
VB, VBD, PRP, 1
JJ, MD, CC, 2
NNP, NNS, TO, 4
JJ, VBN, JJ, 21
VBP, PRP, VBG, 45
PRP$, NNS, VBG, 66
IN, WP, DT, 29
VB, RB, CC, 40
VBG, VBN, VBD, 1
NN, RB, PRP$, 19
VBN, NNS, TO, 30
IN, NNS, TO, 121
VBD, RBR, VBN, 5
MD, IN, VB, 1
VBP, JJ, TO, 73
IN, VBG, VBG, 3
IN, JJ, IN, 439
VBP, PRP, MD, 63
JJ, NNS, NNS, 94
PRP, VBN, RBR, 1
CD, NN, RB, 24
TO, DT, VBZ, 4
VBP, CC, RB, 11
JJ, JJS, NN, 3
VBN, NNS, RBS, 1
EX, RB, CD, 1
VB, CC, MD, 7
VBD, PRP, PRP, 43
TO, PRP, VBG, 9
PRP, VBN, CC, 2
VBD, VBP, PRP, 8
VBZ, DT, JJS, 19
NN, VBG, RB, 58
TO, JJ, PRP, 8
IN, JJR, NNS, 57
IN, JJS, RB, 20
RB, JJR, NN, 38
TO, RBR, DT, 4
WRB, VBG, IN, 4
CC, WP, PRP, 22
VBP, VB, VBN, 4
NNP, CC, MD, 1
VBG, PRP, VBD, 62
-NONE-, DT, IN, 2
JJR, VBZ, VBN, 2
RBS, JJ, VBG, 1
PRP, CC, PRP, 111
NN, -NONE-, PRP, 1
PRP, DT, PRP, 4
EX, WRB, PRP, 1
NNS, RB, VBP, 135
NNS, NNS, NNS, 74
RB, RB, VB, 146
PRP, TO, VBG, 3
RB, DT, WP, 4
VBZ, -NONE-, VBZ, 1
VBZ, VB, NN, 1
WRB, PRP$, NN, 39
PRP, VBZ, NNS, 39
VBP, TO, CD, 1
NN, WDT, VBZ, 246
PRP, NN, VBD, 10
VBG, RB, IN, 139
CD, RB, RB, 2
RP, NN, NN, 11
IN, CC, IN, 97
IN, DT, IN, 268
VBP, VBN, -NONE-, 3
RB, CD, TO, 1
VBD, PRP, RP, 33
NNS, JJS, IN, 5
VBZ, -NONE-, NN, 1
VBN, DT, NNP, 7
JJ, NNS, VBP, 618
RP, WP, -NONE-, 1
VB, VBG, JJR, 4
CD, IN, NNP, 3
NN, JJ, VBN, 16
WDT, NNS, PRP$, 3
JJS, EX, VBZ, 2
VB, RB, MD, 9
JJ, CC, VBP, 12
JJR, PRP, NN, 1
NN, VBD, MD, 15
RB, PRP$, JJS, 1
CD, WRB, EX, 1
WRB, MD, CD, 1
WRB, RB, VB, 7
VBN, JJR, RBR, 1
VBN, JJ, PRP$, 2
VBP, NNS, VBP, 13
VBD, VBN, -NONE-, 9
VBZ, VBZ, DT, 5
VBD, PRP$, JJ, 96
RP, RB, WRB, 1
IN, DT, RB, 285
NN, VBG, JJ, 53
JJR, CC, NN, 5
VBG, JJR, NN, 5
JJ, PRP$, RB, 1
VB, WDT, NN, 4
JJR, WP, DT, 1
VBZ, TO, WP, 1
CD, NNS, VBP, 47
NN, JJ, PRP, 5
WRB, VBN, PRP$, 1
RBR, RB, VBZ, 1
NNP, DT, NN, 4
IN, WRB, IN, 2
JJ, VBP, TO, 15
IN, VBZ, VBP, 1
PDT, VBN, RP, 3
VBP, RP, IN, 38
JJ, TO, PRP, 56
JJ, RBR, TO, 2
IN, MD, NN, 1
TO, VBG, PRP$, 2
JJR, NN, JJ, 2
RBS, IN, VBD, 1
VBZ, VBN, -NONE-, 2
RB, WP, JJ, 2
NN, CC, CD, 83
NN, PRP, PRP$, 6
VBN, -NONE-, JJ, 3
CC, DT, JJ, 541
-NONE-, VBN, JJ, 1
VBP, NN, NN, 53
VBN, RB, VBN, 87
JJ, TO, NN, 107
IN, VBZ, NN, 5
JJ, CC, JJR, 9
RB, WRB, NNS, 7
IN, RB, JJS, 1
DT, DT, JJ, 89
RP, RB, VBG, 4
WRB, NN, PRP$, 1
VBD, PRP, VBN, 17
NN, JJ, RP, 1
NN, DT, VBZ, 24
DT, NNS, WRB, 40
VBG, VBP, VBN, 3
TO, WRB, VBG, 1
IN, EX, NN, 3
CC, CD, PRP, 3
WRB, RBS, IN, 2
VB, RB, -NONE-, 1
VBP, IN, NN, 228
NNS, WRB, NN, 30
NN, PRP, JJ, 18
DT, VBG, VBN, 7
WRB, JJ, VB, 1
CD, PRP, VBP, 4
PRP, WRB, CC, 1
NN, MD, NNS, 3
NNS, NN, VBP, 3
PRP, DT, VBZ, 5
NN, NNS, CD, 18
CD, CC, JJR, 25
IN, RB, PRP$, 10
VBZ, VBG, JJ, 12
RP, VBP, VBN, 1
VBZ, TO, JJ, 7
VBD, RB, WDT, 1
VB, PRP, JJ, 46
VBN, NNS, PRP, 19
NNP, RB, JJR, 1
WDT, VBD, VBG, 14
VBG, NN, DT, 54
PRP, IN, JJ, 132
NN, VBG, JJR, 3
WDT, PRP, VBD, 186
WDT, IN, NNS, 7
IN, VBD, RBS, 1
VB, VB, WP, 1
VBD, IN, NN, 664
WDT, VBD, RP, 9
RB, JJR, JJ, 31
VB, RBR, RB, 5
DT, JJ, DT, 95
NN, VBG, TO, 85
CC, EX, VBD, 70
VBN, RP, CC, 42
JJ, NNS, PRP, 185
CC, MD, DT, 4
IN, VBZ, NNS, 2
CD, NN, WRB, 8
VBG, PRP, VBZ, 16
NNS, JJR, VBG, 1
JJ, WP, VBD, 10
NNS, IN, CC, 41
RP, IN, PRP$, 56
JJR, TO, DT, 15
RB, VBD, PRP$, 55
VBZ, JJS, RB, 2
VBD, JJS, VBN, 3
VBP, WP, -NONE-, 9
CD, RB, VBG, 3
VBD, TO, NN, 83
PRP$, JJ, VBP, 1
CC, JJ, RBS, 1
VBG, PRP, IN, 109
VBD, IN, PRP, 446
WP, VBD, DT, 40
VBD, PRP, MD, 103
VBG, PRP$, MD, 1
IN, VBD, PDT, 1
PRP, NN, VBZ, 2
VBZ, NNP, NNS, 4
DT, NN, JJ, 343
VBZ, RB, CC, 22
MD, JJ, JJ, 1
VB, RB, RB, 104
VBP, NNS, WRB, 1
VBZ, PRP, NN, 5
VBN, NNS, VBG, 13
CC, VBD, PRP$, 62
NNS, WDT, NNS, 19
NN, PRP, WP, 4
VB, WRB, IN, 2
JJ, VBN, NNS, 38
RBR, JJ, IN, 101
TO, WP, VBZ, 6
VBP, CD, VBN, 2
WP, NNS, PRP, 15
NNS, VBP, JJR, 26
JJ, NNS, VBN, 155
IN, IN, RB, 52
JJ, WP, MD, 5
CC, WDT, VBP, 3
VB, IN, WDT, 4
DT, PRP, TO, 1
DT, RB, PRP, 2
MD, VB, VBP, 10
TO, NNS, VBZ, 1
NN, WDT, CC, 4
NN, JJ, VBP, 1
RB, VB, DT, 384
VBP, TO, RBR, 1
DT, RB, JJ, 394
EX, PRP, MD, 3
VBN, JJR, RB, 3
JJR, CC, VBD, 5
VBN, WRB, MD, 1
IN, VBN, JJR, 2
JJ, PRP, TO, 3
JJS, VBZ, IN, 1
NN, VB, JJ, 21
TO, WP, JJ, 2
DT, NNS, VBN, 59
NN, IN, EX, 48
VBN, VBD, NN, 2
NNS, JJS, CC, 1
PRP, VBP, CD, 22
VBZ, VBN, VBZ, 4
VBZ, VBG, RP, 7
CD, VBD, TO, 5
CD, RB, PRP, 1
JJ, RB, WP, 3
RB, VBZ, CC, 26
RBR, JJ, RB, 4
VBZ, CC, PRP$, 3
JJS, VBN, NN, 1
VBG, TO, RB, 4
VBN, NNS, VB, 2
PRP, VBZ, VBP, 12
RP, CC, VBD, 62
WDT, VBD, VBN, 74
WDT, RB, WP, 1
NNS, CD, RB, 2
WP, CD, NN, 2
CD, DT, DT, 1
WDT, VBZ, CD, 2
VBD, VBZ, IN, 8
VBD, DT, WP, 5
VBD, RB, VBD, 29
VB, IN, NNS, 99
JJS, VBD, DT, 3
RP, EX, MD, 1
PRP, VBZ, -NONE-, 4
WDT, JJ, TO, 2
IN, VBP, JJ, 2
NN, NNS, PRP$, 51
PRP, VB, TO, 50
DT, PRP, CC, 9
IN, CD, WP, 6
RBR, VBZ, VBN, 1
CC, VBG, IN, 142
WP, NN, RB, 6
VB, WRB, DT, 33
VBD, EX, VBN, 1
VBG, NNS, CC, 67
CC, RBR, IN, 3
VBG, VBP, JJ, 1
WP, VBN, VBP, 8
EX, NN, DT, 3
VBD, PRP, JJ, 49
WDT, VBN, IN, 18
RB, JJR, PRP$, 3
NNP, VB, RP, 2
JJ, WDT, IN, 5
PDT, RB, VBN, 1
JJ, TO, NNS, 27
CC, NNP, VBP, 5
VBN, TO, DT, 311
VBZ, PRP$, VBN, 3
VBP, IN, VBN, 7
VBN, NNS, VBN, 21
JJ, NN, MD, 365
RP, IN, WP, 1
IN, EX, VBN, 2
VBN, PRP$, PRP$, 1
JJR, CC, JJR, 57
CD, CD, WRB, 1
NN, NNS, JJS, 3
VBN, RP, DT, 64
VBG, CD, NNS, 9
NN, DT, VBD, 8
VBD, RP, IN, 200
RBR, CC, PRP$, 1
VBP, VBZ, DT, 13
RB, CD, JJR, 2
RB, VBN, JJS, 1
VBZ, NNS, NN, 2
